Image,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,age_class
13186119_1974-04-24_2014.jpg,0.47,0.48,0.49,0.28,0.46,0.45,0.47,0.49,0.50,0.24,0.47,0.43,0.49,0.49,0.50,0.38,0.47,0.47,0.48,0.49,0.50,0.35,0.48,0.46,3
13215519_1986-03-08_2013.jpg,0.49,0.49,0.48,0.40,0.48,0.48,0.50,0.49,0.50,0.40,0.48,0.47,0.49,0.50,0.49,0.45,0.49,0.49,0.50,0.49,0.50,0.45,0.49,0.48,2
13222919_1961-04-23_2009.jpg,0.48,0.51,0.48,0.22,0.46,0.45,0.49,0.48,0.49,0.22,0.46,0.46,0.49,0.51,0.48,0.28,0.47,0.47,0.49,0.48,0.50,0.28,0.47,0.47,4
1325119_1947-04-11_1979.jpg,0.49,0.48,0.49,0.37,0.48,0.48,0.48,0.49,0.50,0.35,0.47,0.48,0.49,0.48,0.49,0.42,0.49,0.49,0.49,0.50,0.50,0.40,0.49,0.49,3
13321319_1983-09-15_2012.jpg,0.49,0.49,0.49,0.41,0.47,0.47,0.49,0.50,0.49,0.40,0.47,0.47,0.50,0.50,0.50,0.47,0.49,0.49,0.50,0.50,0.50,0.46,0.48,0.49,2
13405719_1933-05-03_2014.jpg,0.50,0.49,0.49,0.44,0.48,0.48,0.49,0.50,0.50,0.46,0.48,0.48,0.51,0.50,0.49,0.56,0.53,0.52,0.51,0.52,0.51,0.57,0.52,0.53,8
1347819_1976-01-04_2013.jpg,0.49,0.50,0.50,0.39,0.48,0.47,0.50,0.50,0.51,0.37,0.49,0.47,0.49,0.50,0.50,0.43,0.48,0.48,0.50,0.50,0.51,0.42,0.49,0.48,3
13489319_1969-02-11_2013.jpg,0.49,0.49,0.48,0.28,0.48,0.47,0.49,0.50,0.50,0.28,0.48,0.46,0.49,0.49,0.48,0.37,0.49,0.48,0.49,0.50,0.51,0.38,0.49,0.48,4
13732119_1939-05-09_1968.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
13797619_1965-01-22_2002.jpg,0.49,0.48,0.50,0.35,0.48,0.48,0.49,0.49,0.50,0.37,0.48,0.47,0.49,0.48,0.50,0.40,0.49,0.49,0.49,0.49,0.50,0.41,0.49,0.48,3
13929819_1968-06-16_1960.jpg,0.49,0.50,0.47,0.48,0.46,0.49,0.47,0.47,0.48,0.48,0.46,0.50,0.49,0.50,0.47,0.57,0.56,0.52,0.48,0.48,0.49,0.57,0.56,0.53,0
13932219_1940-05-01_2009.jpg,0.50,0.50,0.49,0.33,0.48,0.48,0.48,0.49,0.50,0.33,0.48,0.48,0.50,0.50,0.49,0.38,0.49,0.48,0.49,0.50,0.50,0.39,0.48,0.49,6
13995619_1961-03-25_2014.jpg,0.48,0.48,0.50,0.30,0.45,0.45,0.47,0.49,0.49,0.27,0.45,0.44,0.49,0.49,0.51,0.41,0.48,0.48,0.48,0.50,0.50,0.39,0.48,0.48,5
1400919_1974-08-23_2011.jpg,0.48,0.49,0.49,0.31,0.47,0.46,0.50,0.48,0.50,0.26,0.46,0.46,0.49,0.50,0.50,0.37,0.48,0.47,0.50,0.48,0.50,0.34,0.47,0.47,3
14136419_1997-11-01_2013.jpg,0.48,0.48,0.49,0.30,0.46,0.45,0.48,0.50,0.49,0.27,0.47,0.45,0.49,0.49,0.50,0.36,0.47,0.47,0.49,0.50,0.49,0.34,0.48,0.47,1
1420319_1959-12-22_2007.jpg,0.48,0.49,0.48,0.25,0.48,0.46,0.48,0.49,0.51,0.25,0.47,0.47,0.49,0.50,0.48,0.31,0.48,0.47,0.48,0.49,0.51,0.31,0.48,0.48,4
1422819_1965-01-04_2008.jpg,0.49,0.49,0.50,0.40,0.49,0.48,0.49,0.49,0.50,0.41,0.49,0.48,0.49,0.49,0.50,0.43,0.49,0.49,0.49,0.49,0.50,0.45,0.49,0.48,4
14237519_1935-10-07_1966.jpg,0.50,0.49,0.50,0.41,0.48,0.48,0.49,0.49,0.50,0.42,0.49,0.48,0.50,0.50,0.50,0.47,0.49,0.49,0.49,0.49,0.50,0.47,0.50,0.49,3
14357819_1975-06-12_2006.jpg,0.50,0.50,0.50,0.41,0.50,0.50,0.50,0.49,0.50,0.40,0.49,0.49,0.50,0.50,0.50,0.46,0.50,0.50,0.50,0.49,0.50,0.45,0.50,0.49,3
14579719_1984-04-03_2012.jpg,0.49,0.49,0.50,0.33,0.48,0.48,0.49,0.49,0.49,0.35,0.48,0.49,0.50,0.49,0.50,0.42,0.49,0.49,0.50,0.49,0.49,0.42,0.49,0.50,2
14648719_1917-07-23_1945.jpg,0.49,0.51,0.51,0.44,0.48,0.48,0.49,0.50,0.50,0.40,0.48,0.48,0.50,0.51,0.51,0.52,0.51,0.50,0.49,0.50,0.51,0.49,0.51,0.50,2
14659819_1967-02-25_2009.jpg,0.48,0.49,0.48,0.31,0.44,0.44,0.49,0.50,0.49,0.30,0.44,0.44,0.49,0.50,0.49,0.38,0.47,0.47,0.49,0.50,0.49,0.38,0.46,0.47,4
14704319_1970-10-28_1988.jpg,0.49,0.47,0.50,0.36,0.48,0.48,0.50,0.50,0.49,0.36,0.48,0.48,0.49,0.47,0.50,0.42,0.49,0.49,0.50,0.50,0.49,0.41,0.49,0.49,1
147719_1968-06-26_2008.jpg,0.49,0.51,0.50,0.37,0.49,0.47,0.49,0.50,0.49,0.38,0.48,0.48,0.50,0.51,0.50,0.44,0.50,0.49,0.50,0.50,0.49,0.45,0.49,0.49,3
14804719_1969-12-20_1960.jpg,0.49,0.50,0.47,0.48,0.46,0.49,0.47,0.47,0.48,0.48,0.46,0.50,0.49,0.50,0.47,0.57,0.56,0.52,0.48,0.48,0.49,0.57,0.56,0.53,0
14852919_1989-04-04_2007.jpg,0.50,0.50,0.49,0.40,0.49,0.48,0.49,0.50,0.49,0.40,0.49,0.49,0.50,0.50,0.50,0.45,0.49,0.49,0.50,0.50,0.49,0.44,0.49,0.49,1
14891219_1977-12-14_2008.jpg,0.47,0.49,0.49,0.24,0.44,0.43,0.48,0.48,0.50,0.24,0.44,0.43,0.48,0.49,0.50,0.30,0.46,0.45,0.49,0.49,0.50,0.30,0.46,0.45,3
1497619_1930-05-08_1954.jpg,0.49,0.50,0.49,0.45,0.49,0.49,0.50,0.49,0.49,0.45,0.49,0.50,0.50,0.50,0.49,0.50,0.50,0.50,0.50,0.49,0.50,0.49,0.50,0.50,2
1500319_1983-02-23_2008.jpg,0.48,0.50,0.49,0.24,0.47,0.46,0.48,0.49,0.49,0.22,0.47,0.46,0.48,0.50,0.49,0.32,0.48,0.47,0.49,0.50,0.49,0.30,0.48,0.47,2
1504219_1979-08-01_2008.jpg,0.50,0.49,0.50,0.41,0.49,0.48,0.50,0.48,0.49,0.41,0.49,0.48,0.50,0.49,0.50,0.47,0.50,0.49,0.50,0.48,0.49,0.47,0.50,0.49,2
15077119_1993-08-27_2009.jpg,0.48,0.50,0.48,0.39,0.48,0.48,0.50,0.50,0.49,0.39,0.48,0.47,0.50,0.51,0.49,0.52,0.50,0.50,0.50,0.50,0.49,0.51,0.50,0.50,1
1512819_1968-01-04_2003.jpg,0.48,0.49,0.49,0.32,0.45,0.45,0.49,0.48,0.49,0.31,0.46,0.44,0.49,0.49,0.49,0.37,0.46,0.47,0.49,0.48,0.49,0.37,0.47,0.46,3
1525019_1953-06-06_2010.jpg,0.50,0.49,0.50,0.34,0.48,0.47,0.49,0.48,0.50,0.33,0.48,0.48,0.50,0.49,0.50,0.40,0.49,0.48,0.49,0.48,0.50,0.40,0.49,0.49,5
15339919_1944-11-29_1976.jpg,0.48,0.47,0.49,0.29,0.46,0.45,0.48,0.51,0.49,0.30,0.47,0.46,0.49,0.48,0.50,0.37,0.48,0.47,0.49,0.51,0.49,0.37,0.48,0.47,3
15652619_1986-07-09_2010.jpg,0.49,0.49,0.50,0.39,0.49,0.49,0.50,0.49,0.50,0.38,0.49,0.49,0.50,0.49,0.50,0.44,0.50,0.49,0.50,0.50,0.50,0.43,0.50,0.50,2
15673419_1986-11-04_2013.jpg,0.49,0.49,0.49,0.40,0.48,0.47,0.49,0.51,0.49,0.39,0.47,0.47,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.52,0.50,0.52,0.50,0.51,2
15764219_1952-12-22_1978.jpg,0.50,0.50,0.50,0.45,0.49,0.49,0.50,0.50,0.50,0.45,0.49,0.49,0.50,0.50,0.50,0.48,0.50,0.49,0.50,0.50,0.50,0.48,0.50,0.50,2
1577119_1972-07-31_2001.jpg,0.46,0.47,0.48,0.27,0.40,0.41,0.49,0.48,0.48,0.26,0.40,0.40,0.47,0.48,0.49,0.32,0.43,0.43,0.49,0.48,0.49,0.31,0.42,0.43,2
1582019_1953-09-02_2009.jpg,0.48,0.49,0.50,0.30,0.48,0.47,0.49,0.49,0.49,0.32,0.48,0.46,0.49,0.49,0.50,0.38,0.49,0.48,0.49,0.49,0.50,0.38,0.49,0.47,5
15893919_1936-11-25_1960.jpg,0.50,0.49,0.49,0.37,0.49,0.48,0.49,0.50,0.50,0.39,0.49,0.49,0.50,0.49,0.50,0.43,0.50,0.49,0.49,0.50,0.50,0.45,0.50,0.49,2
15944519_1980-05-02_2006.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
16049319_1976-07-09_2004.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
16118119_1944-09-28_1940.jpg,0.49,0.50,0.47,0.48,0.46,0.49,0.47,0.47,0.48,0.48,0.46,0.50,0.49,0.50,0.47,0.57,0.56,0.52,0.48,0.48,0.49,0.57,0.56,0.53,0
16118819_1950-09-11_1950.jpg,0.49,0.50,0.47,0.48,0.46,0.49,0.47,0.47,0.48,0.48,0.46,0.50,0.49,0.50,0.47,0.57,0.56,0.52,0.48,0.48,0.49,0.57,0.56,0.53,0
161519_1928-02-01_1962.jpg,0.49,0.50,0.50,0.38,0.50,0.48,0.50,0.49,0.50,0.41,0.49,0.49,0.49,0.51,0.50,0.43,0.50,0.49,0.50,0.49,0.50,0.44,0.49,0.49,3
16203119_1983-12-05_2011.jpg,0.48,0.50,0.50,0.31,0.48,0.47,0.50,0.50,0.50,0.29,0.48,0.48,0.49,0.51,0.50,0.40,0.49,0.48,0.50,0.50,0.50,0.39,0.49,0.49,2
16219_1905-05-15_1957.jpg,0.49,0.50,0.49,0.38,0.49,0.48,0.49,0.49,0.50,0.36,0.48,0.48,0.50,0.51,0.50,0.44,0.49,0.49,0.49,0.50,0.50,0.43,0.49,0.49,5
1626719_1932-08-14_1966.jpg,0.49,0.50,0.50,0.46,0.49,0.50,0.49,0.48,0.50,0.46,0.50,0.49,0.49,0.50,0.50,0.54,0.50,0.51,0.49,0.48,0.50,0.54,0.51,0.50,3
1653119_1957-02-27_2014.jpg,0.45,0.45,0.46,0.32,0.44,0.43,0.45,0.46,0.46,0.32,0.44,0.43,0.46,0.45,0.46,0.36,0.45,0.44,0.45,0.47,0.47,0.36,0.45,0.44,5
166519_1911-10-26_1962.jpg,0.49,0.50,0.48,0.26,0.46,0.47,0.49,0.50,0.49,0.30,0.48,0.46,0.49,0.50,0.49,0.35,0.48,0.48,0.50,0.50,0.50,0.39,0.49,0.47,5
16656819_1927-05-01_2012.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,8
16692019_1989-12-26_2011.jpg,0.49,0.49,0.49,0.40,0.46,0.46,0.49,0.48,0.49,0.40,0.45,0.44,0.49,0.50,0.49,0.45,0.47,0.48,0.49,0.49,0.50,0.44,0.47,0.46,2
1669319_1948-10-25_1976.jpg,0.49,0.50,0.51,0.42,0.49,0.49,0.50,0.49,0.50,0.42,0.49,0.49,0.49,0.50,0.51,0.45,0.49,0.49,0.50,0.50,0.50,0.45,0.49,0.49,2
1670519_1937-04-19_1960.jpg,0.49,0.50,0.50,0.38,0.48,0.48,0.50,0.49,0.49,0.36,0.48,0.47,0.50,0.51,0.50,0.46,0.49,0.50,0.50,0.50,0.50,0.44,0.49,0.49,2
16816319_1954-11-15_2009.jpg,0.49,0.48,0.49,0.39,0.48,0.47,0.49,0.49,0.49,0.36,0.48,0.47,0.49,0.49,0.50,0.45,0.49,0.49,0.50,0.50,0.50,0.44,0.49,0.49,5
16919_1951-03-04_2009.jpg,0.49,0.49,0.50,0.39,0.47,0.47,0.50,0.49,0.50,0.37,0.48,0.46,0.49,0.49,0.50,0.44,0.48,0.49,0.50,0.49,0.50,0.43,0.49,0.48,5
170519_1961-05-22_1970.jpg,0.49,0.49,0.49,0.36,0.48,0.47,0.49,0.50,0.50,0.34,0.48,0.47,0.50,0.49,0.50,0.42,0.49,0.48,0.50,0.50,0.50,0.40,0.49,0.48,0
17061319_1971-10-06_2009.jpg,0.48,0.47,0.48,0.37,0.39,0.43,0.50,0.51,0.49,0.37,0.39,0.43,0.49,0.49,0.49,0.43,0.44,0.46,0.50,0.51,0.50,0.43,0.44,0.47,3
1707319_1969-05-10_2004.jpg,0.48,0.49,0.49,0.29,0.47,0.46,0.48,0.49,0.50,0.31,0.47,0.46,0.49,0.50,0.50,0.39,0.49,0.49,0.49,0.50,0.50,0.41,0.50,0.49,3
1718119_1922-09-29_1947.jpg,0.50,0.48,0.50,0.44,0.49,0.50,0.50,0.49,0.49,0.44,0.49,0.49,0.50,0.48,0.50,0.47,0.50,0.50,0.50,0.49,0.49,0.48,0.49,0.50,2
172119_1928-09-15_1966.jpg,0.49,0.50,0.49,0.41,0.49,0.49,0.50,0.51,0.50,0.40,0.49,0.48,0.49,0.51,0.50,0.49,0.50,0.51,0.50,0.51,0.50,0.48,0.50,0.50,3
17251719_1912-09-12_2006.jpg,0.49,0.49,0.50,0.31,0.47,0.47,0.48,0.48,0.49,0.31,0.47,0.48,0.49,0.49,0.50,0.38,0.48,0.48,0.49,0.49,0.49,0.38,0.48,0.49,8
17256419_1939-09-24_2008.jpg,0.49,0.50,0.50,0.28,0.48,0.47,0.48,0.50,0.50,0.28,0.48,0.47,0.49,0.50,0.50,0.34,0.49,0.48,0.49,0.50,0.50,0.34,0.49,0.48,6
17264219_1933-04-03_1956.jpg,0.48,0.49,0.49,0.32,0.48,0.47,0.49,0.49,0.49,0.30,0.48,0.47,0.49,0.49,0.49,0.41,0.49,0.48,0.49,0.49,0.50,0.39,0.49,0.48,2
1726719_1906-12-06_1965.jpg,0.48,0.49,0.49,0.25,0.46,0.45,0.49,0.49,0.49,0.25,0.46,0.45,0.48,0.49,0.49,0.34,0.48,0.47,0.49,0.49,0.49,0.33,0.47,0.47,5
17344419_1994-04-07_2012.jpg,0.47,0.47,0.48,0.33,0.46,0.46,0.47,0.47,0.49,0.33,0.46,0.46,0.48,0.48,0.48,0.38,0.47,0.47,0.48,0.47,0.49,0.38,0.47,0.47,1
173719_1945-11-12_2009.jpg,0.48,0.50,0.51,0.30,0.45,0.44,0.47,0.47,0.48,0.30,0.44,0.43,0.49,0.50,0.52,0.40,0.48,0.47,0.49,0.48,0.49,0.40,0.47,0.47,6
17393319_1993-08-13_2012.jpg,0.49,0.49,0.51,0.32,0.48,0.47,0.50,0.50,0.50,0.33,0.48,0.47,0.49,0.50,0.51,0.38,0.49,0.48,0.50,0.50,0.50,0.38,0.49,0.48,1
174819_1946-02-28_1998.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,5
17544719_1914-03-22_1954.jpg,0.50,0.48,0.51,0.48,0.50,0.50,0.49,0.49,0.50,0.47,0.50,0.50,0.50,0.48,0.51,0.50,0.50,0.50,0.49,0.49,0.50,0.50,0.50,0.50,3
1769719_1925-01-19_1961.jpg,0.50,0.50,0.50,0.43,0.49,0.49,0.49,0.50,0.50,0.42,0.49,0.49,0.51,0.51,0.50,0.49,0.50,0.50,0.50,0.50,0.50,0.48,0.50,0.50,3
1780319_1979-10-09_2010.jpg,0.47,0.49,0.50,0.27,0.46,0.44,0.48,0.48,0.49,0.31,0.46,0.45,0.48,0.49,0.51,0.34,0.47,0.46,0.49,0.48,0.49,0.37,0.48,0.46,3
17870819_1923-08-24_1948.jpg,0.47,0.48,0.49,0.20,0.46,0.44,0.48,0.49,0.50,0.18,0.46,0.43,0.48,0.48,0.49,0.28,0.47,0.46,0.49,0.49,0.50,0.27,0.47,0.45,2
179619_1948-09-22_1980.jpg,0.50,0.50,0.50,0.40,0.49,0.49,0.49,0.50,0.51,0.42,0.49,0.48,0.50,0.50,0.50,0.44,0.49,0.49,0.49,0.50,0.51,0.46,0.50,0.49,3
18016019_1950-10-10_2008.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,5
180519_1971-07-01_2010.jpg,0.49,0.50,0.50,0.28,0.47,0.48,0.49,0.49,0.50,0.27,0.46,0.48,0.49,0.51,0.50,0.35,0.48,0.49,0.49,0.49,0.50,0.35,0.48,0.49,3
18201619_1968-07-20_2006.jpg,0.49,0.50,0.50,0.27,0.48,0.46,0.48,0.49,0.49,0.25,0.48,0.47,0.49,0.50,0.50,0.34,0.48,0.48,0.49,0.50,0.49,0.33,0.49,0.48,3
18204419_1964-06-30_2013.jpg,0.45,0.47,0.47,0.20,0.37,0.35,0.44,0.45,0.46,0.23,0.38,0.35,0.46,0.48,0.48,0.27,0.40,0.39,0.46,0.47,0.47,0.29,0.41,0.38,4
18443319_1943-02-11_1969.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
18559119_1983-06-09_2009.jpg,0.48,0.49,0.49,0.30,0.46,0.45,0.48,0.49,0.49,0.26,0.47,0.45,0.49,0.49,0.49,0.35,0.47,0.46,0.49,0.49,0.49,0.32,0.48,0.47,2
18680919_1989-12-12_2010.jpg,0.49,0.49,0.50,0.38,0.48,0.48,0.49,0.49,0.49,0.37,0.47,0.47,0.50,0.49,0.50,0.45,0.49,0.49,0.49,0.49,0.49,0.44,0.48,0.48,2
1873719_1974-09-06_2009.jpg,0.49,0.50,0.50,0.31,0.47,0.46,0.49,0.50,0.49,0.31,0.47,0.46,0.49,0.50,0.50,0.38,0.48,0.48,0.50,0.51,0.49,0.38,0.48,0.47,3
18832119_1944-05-11_1964.jpg,0.50,0.50,0.50,0.36,0.48,0.49,0.50,0.50,0.50,0.34,0.49,0.50,0.50,0.50,0.50,0.43,0.49,0.49,0.50,0.50,0.50,0.42,0.50,0.50,1
1884319_1942-12-18_1998.jpg,0.49,0.49,0.49,0.36,0.43,0.45,0.49,0.49,0.49,0.37,0.45,0.45,0.49,0.49,0.49,0.43,0.46,0.47,0.50,0.49,0.49,0.45,0.48,0.48,5
18904919_1979-06-12_2012.jpg,0.50,0.50,0.49,0.41,0.48,0.48,0.50,0.50,0.50,0.41,0.48,0.48,0.50,0.50,0.49,0.46,0.49,0.49,0.50,0.50,0.50,0.45,0.49,0.49,3
1892419_1913-09-15_1966.jpg,0.50,0.49,0.49,0.43,0.49,0.49,0.51,0.49,0.50,0.43,0.50,0.49,0.50,0.49,0.50,0.49,0.50,0.50,0.51,0.49,0.50,0.50,0.50,0.50,5
18944619_1975-12-11_2008.jpg,0.50,0.49,0.50,0.43,0.49,0.50,0.50,0.49,0.50,0.43,0.50,0.49,0.50,0.49,0.50,0.49,0.50,0.50,0.50,0.49,0.50,0.49,0.50,0.49,3
19019019_1989-04-25_2006.jpg,0.48,0.49,0.49,0.31,0.47,0.47,0.49,0.48,0.49,0.34,0.47,0.47,0.49,0.50,0.49,0.38,0.48,0.48,0.50,0.49,0.49,0.39,0.48,0.48,1
19052119_1986-03-04_2011.jpg,0.50,0.49,0.49,0.40,0.49,0.50,0.50,0.50,0.49,0.39,0.49,0.49,0.50,0.49,0.49,0.45,0.49,0.50,0.50,0.50,0.49,0.44,0.49,0.50,2
192719_1922-11-07_1966.jpg,0.50,0.51,0.50,0.34,0.49,0.48,0.50,0.49,0.50,0.34,0.48,0.48,0.50,0.51,0.50,0.41,0.50,0.49,0.50,0.50,0.51,0.41,0.49,0.49,4
1928519_1944-06-22_2012.jpg,0.48,0.50,0.50,0.28,0.46,0.46,0.48,0.50,0.49,0.28,0.47,0.47,0.49,0.50,0.50,0.33,0.47,0.47,0.49,0.50,0.49,0.33,0.48,0.48,6
19298419_1972-03-08_2010.jpg,0.49,0.48,0.50,0.33,0.45,0.45,0.49,0.49,0.49,0.34,0.45,0.45,0.49,0.48,0.50,0.41,0.47,0.47,0.49,0.50,0.49,0.41,0.47,0.47,3
19365919_1927-08-28_1955.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
19672919_1971-03-31_2009.jpg,0.49,0.49,0.49,0.37,0.48,0.47,0.50,0.50,0.50,0.33,0.47,0.47,0.50,0.49,0.50,0.43,0.49,0.48,0.50,0.50,0.50,0.40,0.48,0.48,3
19763019_1985-01-25_2013.jpg,0.49,0.48,0.49,0.32,0.47,0.45,0.49,0.49,0.49,0.32,0.46,0.46,0.49,0.49,0.50,0.39,0.48,0.47,0.50,0.50,0.49,0.40,0.48,0.48,2
19874919_1984-01-20_2006.jpg,0.50,0.49,0.50,0.40,0.49,0.49,0.50,0.50,0.50,0.37,0.49,0.48,0.50,0.49,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.44,0.50,0.48,2
19936119_1960-12-25_2009.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,4
1996519_1969-09-17_2011.jpg,0.48,0.49,0.50,0.30,0.46,0.47,0.48,0.50,0.48,0.29,0.47,0.47,0.49,0.49,0.50,0.37,0.48,0.48,0.49,0.50,0.48,0.36,0.48,0.48,4
2000219_1975-11-30_1996.jpg,0.49,0.48,0.49,0.34,0.48,0.47,0.49,0.50,0.50,0.34,0.48,0.48,0.50,0.49,0.49,0.41,0.48,0.49,0.50,0.50,0.50,0.41,0.49,0.49,2
20107219_1971-01-07_2007.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,3
20115319_1967-07-09_2013.jpg,0.49,0.50,0.49,0.42,0.50,0.49,0.50,0.51,0.50,0.42,0.50,0.48,0.49,0.50,0.49,0.45,0.50,0.49,0.50,0.51,0.50,0.46,0.50,0.49,4
20251319_1985-12-15_2009.jpg,0.49,0.50,0.50,0.38,0.47,0.48,0.49,0.49,0.50,0.35,0.48,0.47,0.49,0.50,0.50,0.42,0.48,0.49,0.49,0.49,0.50,0.39,0.49,0.48,2
20528319_1917-11-22_1945.jpg,0.49,0.49,0.49,0.33,0.47,0.46,0.49,0.49,0.50,0.32,0.46,0.46,0.50,0.49,0.50,0.44,0.49,0.48,0.49,0.50,0.51,0.44,0.49,0.49,2
206019_1928-07-16_1990.jpg,0.49,0.49,0.50,0.36,0.46,0.47,0.48,0.50,0.49,0.35,0.47,0.47,0.50,0.50,0.50,0.46,0.49,0.50,0.49,0.51,0.50,0.46,0.50,0.50,6
2061719_1941-08-08_2009.jpg,0.48,0.49,0.48,0.21,0.40,0.38,0.44,0.47,0.48,0.27,0.39,0.38,0.49,0.50,0.49,0.29,0.43,0.42,0.46,0.48,0.49,0.34,0.42,0.42,6
2063219_1986-12-08_2011.jpg,0.47,0.48,0.48,0.29,0.47,0.46,0.47,0.47,0.47,0.29,0.45,0.46,0.47,0.49,0.49,0.34,0.48,0.47,0.48,0.48,0.48,0.34,0.46,0.47,2
20642919_1975-08-08_2010.jpg,0.50,0.50,0.50,0.42,0.49,0.49,0.50,0.51,0.50,0.38,0.48,0.48,0.51,0.50,0.51,0.50,0.51,0.51,0.51,0.52,0.51,0.48,0.50,0.51,3
20647019_1939-08-01_2003.jpg,0.49,0.51,0.51,0.42,0.49,0.50,0.50,0.50,0.50,0.42,0.49,0.49,0.49,0.51,0.51,0.45,0.49,0.50,0.50,0.50,0.50,0.45,0.50,0.49,6
2066719_1983-06-20_2013.jpg,0.50,0.49,0.50,0.38,0.48,0.48,0.50,0.48,0.49,0.38,0.48,0.49,0.50,0.49,0.50,0.42,0.48,0.48,0.50,0.48,0.49,0.42,0.48,0.49,2
20782819_1989-06-13_2009.jpg,0.49,0.50,0.50,0.34,0.48,0.47,0.50,0.50,0.50,0.33,0.48,0.48,0.49,0.51,0.51,0.44,0.49,0.49,0.50,0.50,0.50,0.44,0.49,0.49,1
20800119_1971-11-12_2005.jpg,0.48,0.49,0.50,0.27,0.48,0.48,0.49,0.49,0.50,0.33,0.48,0.47,0.49,0.50,0.50,0.35,0.49,0.49,0.49,0.50,0.50,0.39,0.49,0.48,3
20972519_1988-07-04_2010.jpg,0.49,0.49,0.50,0.34,0.48,0.47,0.50,0.50,0.50,0.33,0.48,0.48,0.49,0.49,0.50,0.41,0.49,0.48,0.50,0.50,0.50,0.40,0.49,0.49,2
21060719_1986-02-15_2011.jpg,0.50,0.48,0.49,0.41,0.47,0.48,0.50,0.49,0.50,0.40,0.47,0.47,0.50,0.49,0.49,0.46,0.49,0.49,0.50,0.50,0.50,0.45,0.48,0.48,2
2108919_1973-10-26_2014.jpg,0.49,0.49,0.50,0.36,0.49,0.47,0.48,0.49,0.50,0.29,0.48,0.48,0.49,0.49,0.50,0.42,0.49,0.48,0.49,0.50,0.50,0.36,0.49,0.49,4
21163819_1960-01-26_2009.jpg,0.50,0.48,0.49,0.30,0.48,0.48,0.49,0.50,0.50,0.34,0.49,0.49,0.50,0.48,0.49,0.36,0.49,0.48,0.49,0.50,0.50,0.39,0.49,0.49,4
21176519_1973-07-05_2008.jpg,0.49,0.48,0.49,0.30,0.44,0.43,0.49,0.49,0.50,0.30,0.44,0.43,0.49,0.49,0.49,0.36,0.46,0.45,0.49,0.49,0.50,0.36,0.46,0.45,3
21240319_1985-12-12_2010.jpg,0.49,0.50,0.50,0.36,0.49,0.49,0.49,0.50,0.49,0.35,0.49,0.49,0.49,0.51,0.50,0.42,0.49,0.49,0.50,0.50,0.49,0.41,0.49,0.49,2
2133819_1967-08-26_2010.jpg,0.50,0.50,0.50,0.41,0.49,0.49,0.50,0.50,0.50,0.40,0.48,0.48,0.50,0.50,0.50,0.47,0.50,0.50,0.50,0.51,0.50,0.45,0.49,0.49,4
21359319_1990-03-05_2009.jpg,0.50,0.51,0.51,0.42,0.50,0.50,0.50,0.50,0.50,0.43,0.50,0.49,0.50,0.51,0.51,0.45,0.50,0.50,0.50,0.50,0.50,0.45,0.50,0.49,1
