Image,lip_width,eye1_width,eye2_width,nose_length,nose_width,eyebrow1_length,eyebrow2_length,jawline_width,age_class
/Users/jishavarun/Downloads/wiki/wiki/16/41787216_1996-01-05_2014.jpg,161.9,66.37,85.05,111.13,98.73,107.94,179.67,119.21,1
/Users/jishavarun/Downloads/wiki/wiki/16/41816616_1907-04-13_1948.jpg,152.19,72.99,89.01,134.63,93.43,134.14,205.25,85.09,4
/Users/jishavarun/Downloads/wiki/wiki/16/42077616_1962-04-19_2013.jpg,200.86,78.92,77.83,114.83,104.55,161.18,142.23,140.92,5
/Users/jishavarun/Downloads/wiki/wiki/16/4216_1940-09-11_2007.jpg,200.86,78.92,77.83,114.83,104.55,161.18,142.23,140.92,6
/Users/jishavarun/Downloads/wiki/wiki/16/42353816_1988-07-18_2014.jpg,200.86,78.92,77.83,114.83,104.55,161.18,142.23,140.92,2
/Users/jishavarun/Downloads/wiki/wiki/16/42716_1978-12-02_2010.jpg,170.75,67.47,75.06,101.08,77.52,110.63,169.79,90.8,3
/Users/jishavarun/Downloads/wiki/wiki/16/42716_1978-12-02_2010.jpg,170.75,67.47,75.06,101.08,77.52,110.63,169.79,90.8,3
/Users/jishavarun/Downloads/wiki/wiki/16/42725716_1990-08-09_2013.jpg,170.75,67.47,75.06,101.08,77.52,110.63,169.79,90.8,2
/Users/jishavarun/Downloads/wiki/wiki/16/42801416_1937-01-25_2008.jpg,170.75,67.47,75.06,101.08,77.52,110.63,169.79,90.8,7
/Users/jishavarun/Downloads/wiki/wiki/16/4280416_1959-11-07_2008.jpg,192.17,73.03,72.69,113.16,90.14,146.49,144.01,72.67,4
/Users/jishavarun/Downloads/wiki/wiki/16/42870516_1956-12-23_2008.jpg,172.14,68.01,76.16,78.11,90.01,146.47,191.39,120.21,5
/Users/jishavarun/Downloads/wiki/wiki/16/42886016_1960-10-21_2007.jpg,161.7,81.3,81.74,153.47,96.25,164.12,177.8,65.62,4
/Users/jishavarun/Downloads/wiki/wiki/16/43004916_1990-02-15_2010.jpg,249.47,101.53,96,162.52,98.27,188.06,154.68,109.55,1
/Users/jishavarun/Downloads/wiki/wiki/16/432516_1967-06-09_2009.jpg,249.47,101.53,96,162.52,98.27,188.06,154.68,109.55,4
/Users/jishavarun/Downloads/wiki/wiki/16/4373216_1979-12-09_2007.jpg,191.44,92.97,101.4,132.19,84.4,151.88,177.86,117.32,2
/Users/jishavarun/Downloads/wiki/wiki/16/43944716_1986-08-12_2014.jpg,192.09,59.14,72.34,122.41,94,90.8,161.02,110.07,2
/Users/jishavarun/Downloads/wiki/wiki/16/43973016_2000-05-23_2014.jpg,171.17,83.29,66.29,117.09,96.25,201.31,115.78,172.59,1
/Users/jishavarun/Downloads/wiki/wiki/16/44129816_1959-06-10_2012.jpg,171.17,83.29,66.29,117.09,96.25,201.31,115.78,172.59,5
/Users/jishavarun/Downloads/wiki/wiki/16/44392216_1942-07-04_2014.jpg,165.03,56.01,66.19,122.33,82.05,104.83,160.01,69.26,7
/Users/jishavarun/Downloads/wiki/wiki/16/44570916_1917-03-22_1951.jpg,129.07,73.76,60.3,128.19,67.6,183.32,102.26,175.45,3
/Users/jishavarun/Downloads/wiki/wiki/16/45187416_1997-09-26_2015.jpg,129.07,73.76,60.3,128.19,67.6,183.32,102.26,175.45,1
/Users/jishavarun/Downloads/wiki/wiki/16/45187416_1997-09-26_2015.jpg,129.07,73.76,60.3,128.19,67.6,183.32,102.26,175.45,1
/Users/jishavarun/Downloads/wiki/wiki/16/45256416_1991-11-24_2014.jpg,129.07,73.76,60.3,128.19,67.6,183.32,102.26,175.45,2
/Users/jishavarun/Downloads/wiki/wiki/16/45316216_1996-05-24_2015.jpg,129.07,73.76,60.3,128.19,67.6,183.32,102.26,175.45,1
/Users/jishavarun/Downloads/wiki/wiki/16/454416_1974-07-07_2006.jpg,226.21,91.55,84.9,154.56,112.45,228.34,178.01,132.88,3
/Users/jishavarun/Downloads/wiki/wiki/16/4544316_1955-01-06_1997.jpg,226.21,91.55,84.9,154.56,112.45,228.34,178.01,132.88,4
/Users/jishavarun/Downloads/wiki/wiki/16/4546016_1968-01-21_2002.jpg,226.21,91.55,84.9,154.56,112.45,228.34,178.01,132.88,3
/Users/jishavarun/Downloads/wiki/wiki/16/4548416_1982-05-07_2008.jpg,226.21,91.55,84.9,154.56,112.45,228.34,178.01,132.88,2
/Users/jishavarun/Downloads/wiki/wiki/16/4560316_1917-05-25_1946.jpg,226.21,91.55,84.9,154.56,112.45,228.34,178.01,132.88,2
/Users/jishavarun/Downloads/wiki/wiki/16/4560316_1917-05-25_1946.jpg,226.21,91.55,84.9,154.56,112.45,228.34,178.01,132.88,2
/Users/jishavarun/Downloads/wiki/wiki/16/45681316_1992-09-29_2014.jpg,236.85,89.02,80.06,120.83,100.6,189.43,157.8,146.29,2
/Users/jishavarun/Downloads/wiki/wiki/16/460516_1923-10-16_1940.jpg,163.89,94.2,79.32,121.2,89.05,215.51,112.54,155.62,1
/Users/jishavarun/Downloads/wiki/wiki/16/46320716_1957-12-19_2009.jpg,179.81,76.32,70.86,132.31,97.62,181.15,162.93,104.85,5
/Users/jishavarun/Downloads/wiki/wiki/16/46323816_1990-01-27_2015.jpg,176.64,85.29,85.7,129,100.32,158.27,184.53,70.66,2
/Users/jishavarun/Downloads/wiki/wiki/16/46343416_1996-08-16_2014.jpg,181.8,86.01,83.93,139.74,106.68,157.79,144.84,110.57,1
/Users/jishavarun/Downloads/wiki/wiki/16/46343416_1996-08-16_2014.jpg,141.13,72.11,55.33,100,83.15,161.53,85.22,145.84,1
/Users/jishavarun/Downloads/wiki/wiki/16/46599216_1991-10-17_2014.jpg,141.13,72.11,55.33,100,83.15,161.53,85.22,145.84,2
/Users/jishavarun/Downloads/wiki/wiki/16/46697716_1979-10-03_2015.jpg,171.75,87.66,73.98,133,79.63,204.97,153.58,137.91,3
/Users/jishavarun/Downloads/wiki/wiki/16/46795416_1993-01-02_2015.jpg,138.18,84.21,73.55,120.2,85,161.37,131.01,107.91,2
/Users/jishavarun/Downloads/wiki/wiki/16/46795416_1993-01-02_2015.jpg,163.2,81.15,68.88,132.46,95.19,184.23,120.95,92.31,2
/Users/jishavarun/Downloads/wiki/wiki/16/46819216_1988-09-09_2012.jpg,117.61,65.19,71.34,109.11,66.27,127.14,177.31,85.05,2
/Users/jishavarun/Downloads/wiki/wiki/16/4683116_1977-06-10_2009.jpg,147.49,52.61,51.24,89.56,75.24,123.42,117.75,87.66,3
/Users/jishavarun/Downloads/wiki/wiki/16/4683116_1977-06-10_2009.jpg,147.49,52.61,51.24,89.56,75.24,123.42,117.75,87.66,3
/Users/jishavarun/Downloads/wiki/wiki/16/47023916_1881-10-11_1947.jpg,147.49,52.61,51.24,89.56,75.24,123.42,117.75,87.66,6
/Users/jishavarun/Downloads/wiki/wiki/16/47023916_1881-10-11_1947.jpg,147.49,52.61,51.24,89.56,75.24,123.42,117.75,87.66,6
/Users/jishavarun/Downloads/wiki/wiki/16/47023916_1881-10-11_1947.jpg,139.17,77.65,68.73,113.05,90.8,193.63,147.44,114.24,6
/Users/jishavarun/Downloads/wiki/wiki/16/4709116_1981-05-21_2013.jpg,139.17,77.65,68.73,113.05,90.8,193.63,147.44,114.24,3
/Users/jishavarun/Downloads/wiki/wiki/16/47255216_1932-03-29_2001.jpg,132.85,53.37,65.15,111.07,79.56,104.47,156.57,99.25,6
/Users/jishavarun/Downloads/wiki/wiki/16/4953116_1959-04-02_2011.jpg,172.24,81.3,81.3,103.7,82.05,199.24,178.17,140.43,5
/Users/jishavarun/Downloads/wiki/wiki/16/5005816_1951-12-02_2015.jpg,185.69,91.44,89.14,72.57,91.44,194.89,187.94,116.06,6
/Users/jishavarun/Downloads/wiki/wiki/16/5005816_1951-12-02_2015.jpg,185.69,91.44,89.14,72.57,91.44,194.89,187.94,116.06,6
/Users/jishavarun/Downloads/wiki/wiki/16/5005816_1951-12-02_2015.jpg,185.69,91.44,89.14,72.57,91.44,194.89,187.94,116.06,6
/Users/jishavarun/Downloads/wiki/wiki/16/5097816_1975-05-07_2007.jpg,213.41,103.25,90.01,137.93,104.92,193.43,133.81,126.83,3
/Users/jishavarun/Downloads/wiki/wiki/16/5186316_1984-12-28_2010.jpg,188.6,76.16,80.89,101,91.27,145.07,166.66,99.14,2
/Users/jishavarun/Downloads/wiki/wiki/16/5222716_1984-06-17_2011.jpg,133,77.03,43.05,124.91,90.8,193,58.35,205.76,2
/Users/jishavarun/Downloads/wiki/wiki/16/522916_1963-05-08_2012.jpg,202.94,79.31,83.74,143.06,102.96,136.47,204.07,86.15,4
/Users/jishavarun/Downloads/wiki/wiki/16/524416_1966-03-26_2007.jpg,202.94,79.31,83.74,143.06,102.96,136.47,204.07,86.15,4
/Users/jishavarun/Downloads/wiki/wiki/16/5266116_1943-08-05_1979.jpg,202.94,79.31,83.74,143.06,102.96,136.47,204.07,86.15,3
/Users/jishavarun/Downloads/wiki/wiki/16/5307316_1965-07-01_2015.jpg,202.94,79.31,83.74,143.06,102.96,136.47,204.07,86.15,4
/Users/jishavarun/Downloads/wiki/wiki/16/5426416_1951-10-11_2012.jpg,202.94,79.31,83.74,143.06,102.96,136.47,204.07,86.15,6
/Users/jishavarun/Downloads/wiki/wiki/16/5457216_1978-05-05_2008.jpg,195.04,97.33,90.09,148.41,100,212.52,166.19,110.45,2
/Users/jishavarun/Downloads/wiki/wiki/16/55016_1892-10-09_1961.jpg,154.55,80.75,94.01,129.76,97.33,129.66,193.29,119.15,6
/Users/jishavarun/Downloads/wiki/wiki/16/5688516_1968-01-24_2008.jpg,176,98.13,92.02,125,104,184.39,168.68,137.42,3
/Users/jishavarun/Downloads/wiki/wiki/16/573716_1892-03-19_1953.jpg,161.03,75.11,77.41,105.68,77.06,161.75,177.99,89.45,6
/Users/jishavarun/Downloads/wiki/wiki/16/574216_1909-05-08_1965.jpg,160.11,80,92.91,120.21,100.12,120.37,198.36,108.78,5
/Users/jishavarun/Downloads/wiki/wiki/16/5772216_1981-06-16_2015.jpg,94.13,48.01,64.12,109.38,69.35,94.81,168.14,81.5,3
/Users/jishavarun/Downloads/wiki/wiki/16/5911216_1984-11-15_2009.jpg,94.13,48.01,64.12,109.38,69.35,94.81,168.14,81.5,2
/Users/jishavarun/Downloads/wiki/wiki/16/59216_1946-03-12_1973.jpg,220.84,82.57,92.57,115.73,99.25,151.48,180.72,110.44,2
/Users/jishavarun/Downloads/wiki/wiki/16/5976016_1979-10-30_2007.jpg,167.3,55.15,77.52,128.84,100.18,87.3,204.78,115.52,2
/Users/jishavarun/Downloads/wiki/wiki/16/5985816_1953-09-18_2011.jpg,176.01,79.23,67.36,94.89,91.01,189.02,140.93,169.25,5
/Users/jishavarun/Downloads/wiki/wiki/16/6093316_1980-12-03_2012.jpg,208.47,80.01,80.5,117.11,82.15,147.63,160.65,116.3,3
/Users/jishavarun/Downloads/wiki/wiki/16/6123416_1968-08-15_2008.jpg,200.09,84.53,85.38,135.13,110.11,171.53,175.54,104.55,3
/Users/jishavarun/Downloads/wiki/wiki/16/6591416_1955-12-14_1989.jpg,155.77,92.78,85.16,159.3,95.71,194.66,192.08,108.04,3
/Users/jishavarun/Downloads/wiki/wiki/16/663416_1971-02-23_2008.jpg,165.95,83.05,75.58,117.95,82.23,174.35,121.3,137.3,3
/Users/jishavarun/Downloads/wiki/wiki/16/667016_1968-08-25_2007.jpg,130.31,53.34,77.78,99.62,75.06,72.42,189.06,115.92,3
/Users/jishavarun/Downloads/wiki/wiki/16/6713316_1941-12-21_1982.jpg,215.39,89.36,98.08,141.6,106.57,156.68,196.92,109.46,4
/Users/jishavarun/Downloads/wiki/wiki/16/6748916_1986-03-10_2014.jpg,172.01,63.03,91.2,150.88,111.11,97.68,219.8,110.44,2
/Users/jishavarun/Downloads/wiki/wiki/16/6778316_1955-01-01_1981.jpg,146.51,85.73,86.47,162.12,86.83,170.86,177.38,52,2
/Users/jishavarun/Downloads/wiki/wiki/16/695316_1954-03-24_2008.jpg,171.82,64.78,71.2,119.52,97.49,152.14,153.17,74.4,5
/Users/jishavarun/Downloads/wiki/wiki/16/6978016_1974-01-15_2012.jpg,193.93,84.34,85.15,112.29,72.34,164.37,155.92,107.91,3
/Users/jishavarun/Downloads/wiki/wiki/16/7178416_1968-06-14_2010.jpg,202,90.67,82.57,119.55,104.56,221.83,182.74,143.25,4
/Users/jishavarun/Downloads/wiki/wiki/16/7227816_1925-07-05_1982.jpg,152,76.94,47.04,115.17,88.14,201.44,69.04,175.76,5
/Users/jishavarun/Downloads/wiki/wiki/16/73016_1955-04-20_2014.jpg,152,76.94,47.04,115.17,88.14,201.44,69.04,175.76,5
/Users/jishavarun/Downloads/wiki/wiki/16/7316116_1980-05-29_2013.jpg,151.56,76.32,77.52,104.39,82.39,160.81,167.2,105.02,3
/Users/jishavarun/Downloads/wiki/wiki/16/7337316_1955-08-18_1982.jpg,249.39,98.13,100.72,158,121,199.42,208.19,87.46,2
/Users/jishavarun/Downloads/wiki/wiki/16/7475316_1981-06-24_2013.jpg,153.31,76.16,80.16,113.11,76.42,181.52,200.68,78.64,3
/Users/jishavarun/Downloads/wiki/wiki/16/755916_1962-02-27_2013.jpg,190.39,94.13,94.2,131.24,95.43,147.16,168.23,130.25,5
/Users/jishavarun/Downloads/wiki/wiki/16/7598516_1988-11-09_2008.jpg,158.38,71,51.16,106.04,85.29,179.4,88.48,145.43,1
/Users/jishavarun/Downloads/wiki/wiki/16/7638316_1899-05-26_1947.jpg,196.46,75.5,74.67,124.17,104.24,175.24,160.8,77.99,4
/Users/jishavarun/Downloads/wiki/wiki/16/7658416_1987-10-03_2009.jpg,238.73,96.34,95.05,133.96,104.35,180.32,166.89,132.92,2
/Users/jishavarun/Downloads/wiki/wiki/16/7716_1923-07-02_1955.jpg,139.43,60.03,70.18,101.98,77.03,123.03,168.98,96.88,3
/Users/jishavarun/Downloads/wiki/wiki/16/7722816_1914-08-27_1984.jpg,209.04,83.02,82.01,97.01,98,177.14,171.58,117.27,6
/Users/jishavarun/Downloads/wiki/wiki/16/7739916_1980-11-14_2008.jpg,214,78.1,78.01,112.02,87.05,173.89,168.62,111.4,2
/Users/jishavarun/Downloads/wiki/wiki/16/782216_1971-09-02_2009.jpg,166.08,88.14,89.44,124.06,76.06,143.8,164.3,144.81,3
/Users/jishavarun/Downloads/wiki/wiki/16/8106416_1915-05-26_1947.jpg,229.08,84,85.15,139.7,104.02,202.83,196.37,103.37,3
/Users/jishavarun/Downloads/wiki/wiki/16/8283616_1968-08-08_2011.jpg,247.89,88.53,96.19,120.6,104.94,117.07,180.53,137.12,4
/Users/jishavarun/Downloads/wiki/wiki/16/8292616_1937-10-24_2004.jpg,176.31,69.86,71.84,127.28,93.74,166.49,169.56,90.05,6
/Users/jishavarun/Downloads/wiki/wiki/16/8301816_1986-02-06_2008.jpg,173.49,75.54,75.06,110.22,83.22,160.78,157,79.62,2
/Users/jishavarun/Downloads/wiki/wiki/16/8318216_1981-11-02_2013.jpg,173.49,75.54,75.06,110.22,83.22,160.78,157,79.62,3
/Users/jishavarun/Downloads/wiki/wiki/16/8337516_1983-08-02_2013.jpg,174.29,82.39,71.39,104.39,97.19,175.69,124.1,82.02,2
/Users/jishavarun/Downloads/wiki/wiki/16/842316_1965-02-09_2006.jpg,174.29,82.39,71.39,104.39,97.19,175.69,124.1,82.02,4
/Users/jishavarun/Downloads/wiki/wiki/16/849816_1926-06-08_1959.jpg,206.04,75.33,81.22,115.28,89.02,150.62,170.72,63.98,3
/Users/jishavarun/Downloads/wiki/wiki/16/8538916_1894-11-09_1949.jpg,166.51,67.47,73.01,108.05,90.61,144.26,161.31,77.1,5
/Users/jishavarun/Downloads/wiki/wiki/16/860216_1976-02-05_2005.jpg,166.51,67.47,73.01,108.05,90.61,144.26,161.31,77.1,2
/Users/jishavarun/Downloads/wiki/wiki/16/8673216_1942-06-20_1974.jpg,234.21,82.05,85.15,131.19,98.08,181.44,194.87,100.28,3
/Users/jishavarun/Downloads/wiki/wiki/16/873616_1969-06-20_2010.jpg,188.17,80.06,92.27,124.54,115,164.71,222.82,99.85,4
/Users/jishavarun/Downloads/wiki/wiki/16/8751416_1928-05-25_1969.jpg,183.1,89.81,87.57,144,80.06,156.32,157.07,86.16,4
/Users/jishavarun/Downloads/wiki/wiki/16/875216_1928-01-15_2009.jpg,165.34,50.22,69.46,113.22,93.65,84.7,162.63,98.99,8
/Users/jishavarun/Downloads/wiki/wiki/16/8786616_1981-01-06_2013.jpg,168,83.01,84.02,103.17,85,177.75,180.46,100.17,3
/Users/jishavarun/Downloads/wiki/wiki/16/902316_1951-11-09_1978.jpg,184.1,88.28,90.09,145.03,103,172.6,190.03,113.32,2
/Users/jishavarun/Downloads/wiki/wiki/16/9036416_1993-08-12_2014.jpg,196.21,77.23,81.39,112.11,86.05,118.76,158.55,101.71,2
/Users/jishavarun/Downloads/wiki/wiki/16/906416_1927-05-11_1968.jpg,181.47,84.1,89.09,80.16,105.12,187.77,223.14,112.01,4
/Users/jishavarun/Downloads/wiki/wiki/16/916816_1972-02-21_2014.jpg,193.04,93.13,82.05,125.45,105,184.48,142.04,155.8,4
/Users/jishavarun/Downloads/wiki/wiki/16/9372516_1977-09-02_2013.jpg,207.15,91.14,95.08,161.64,81.22,154.05,183.09,128.1,3
/Users/jishavarun/Downloads/wiki/wiki/16/937916_1938-12-22_1971.jpg,207.12,80.01,99.61,104.81,108,139.25,212.25,115.62,3
/Users/jishavarun/Downloads/wiki/wiki/16/966016_1934-12-13_1990.jpg,174.83,91.66,76.4,133.66,86.37,188.84,105.25,138.19,5
/Users/jishavarun/Downloads/wiki/wiki/16/966016_1934-12-13_1990.jpg,174.83,91.66,76.4,133.66,86.37,188.84,105.25,138.19,5
/Users/jishavarun/Downloads/wiki/wiki/16/966016_1934-12-13_1990.jpg,212.02,88.01,75.24,125,107,192.66,137.25,134.35,5
/Users/jishavarun/Downloads/wiki/wiki/16/972216_1953-06-01_2010.jpg,194.01,85.33,80.89,146.09,92.01,178.93,136.63,120.74,5
/Users/jishavarun/Downloads/wiki/wiki/16/974116_1943-10-11_1987.jpg,217.15,73.25,71.11,136.09,100.04,164.51,167.89,91.44,4
/Users/jishavarun/Downloads/wiki/wiki/16/9769416_1924-03-05_1949.jpg,143.14,71.11,59.84,105.55,79.31,171.73,117.23,108.85,2
/Users/jishavarun/Downloads/wiki/wiki/16/9781316_1924-03-02_1953.jpg,143.14,71.11,59.84,105.55,79.31,171.73,117.23,108.85,2
/Users/jishavarun/Downloads/wiki/wiki/16/9955216_1971-06-20_2011.jpg,143.14,71.11,59.84,105.55,79.31,171.73,117.23,108.85,3
/Users/jishavarun/Downloads/wiki/wiki/17/10000217_1981-05-05_2009.jpg,152.05,86.01,78.31,110.89,77.06,178.12,152.21,128.41,2
/Users/jishavarun/Downloads/wiki/wiki/17/1010217_1940-11-23_2009.jpg,149.09,60.21,67.6,106.12,103.39,144.97,175.48,76.42,6
/Users/jishavarun/Downloads/wiki/wiki/17/1017_1926-06-03_1979.jpg,202.3,80.75,78.1,124.04,98.33,165.95,153.37,96.21,5
/Users/jishavarun/Downloads/wiki/wiki/17/1024817_1985-07-26_2012.jpg,202.3,80.75,78.1,124.04,98.33,165.95,153.37,96.21,2
/Users/jishavarun/Downloads/wiki/wiki/17/1028217_1970-09-04_2011.jpg,202.3,80.75,78.1,124.04,98.33,165.95,153.37,96.21,4
/Users/jishavarun/Downloads/wiki/wiki/17/1030117_1961-01-24_2004.jpg,221.05,82.87,87.73,144.59,115.13,137.03,185.61,96.25,4
/Users/jishavarun/Downloads/wiki/wiki/17/103117_1970-12-23_2010.jpg,221.05,82.87,87.73,144.59,115.13,137.03,185.61,96.25,3
/Users/jishavarun/Downloads/wiki/wiki/17/10715617_1960-11-12_2012.jpg,221.05,82.87,87.73,144.59,115.13,137.03,185.61,96.25,5
/Users/jishavarun/Downloads/wiki/wiki/17/1089717_1941-08-14_2007.jpg,221.05,82.87,87.73,144.59,115.13,137.03,185.61,96.25,6
/Users/jishavarun/Downloads/wiki/wiki/17/1090517_1900-01-28_1972.jpg,148.22,77.28,82.02,110.03,82.04,158.6,178.8,100.22,7
/Users/jishavarun/Downloads/wiki/wiki/17/10975317_1970-06-14_2013.jpg,124.74,66.1,72.44,116.39,82.2,122.83,162.53,90.25,4
/Users/jishavarun/Downloads/wiki/wiki/17/11056717_1953-06-08_1975.jpg,266.32,93.01,93.19,116.52,113.16,216.35,203.54,111.95,2
/Users/jishavarun/Downloads/wiki/wiki/17/11223317_1981-07-25_2015.jpg,266.32,93.01,93.19,116.52,113.16,216.35,203.54,111.95,3
/Users/jishavarun/Downloads/wiki/wiki/17/11236817_1979-06-16_2007.jpg,200.16,89.02,100.13,157.01,116,182.31,224.59,73.44,2
/Users/jishavarun/Downloads/wiki/wiki/17/11236817_1979-06-16_2007.jpg,201.81,75.27,98.33,170.02,122.25,133.49,227.33,106.89,2
/Users/jishavarun/Downloads/wiki/wiki/17/113617_1946-02-26_2009.jpg,209.86,88.28,81.02,112.29,97.33,207.88,167.54,133.7,6
/Users/jishavarun/Downloads/wiki/wiki/17/11435717_1964-11-14_2014.jpg,173.07,93.01,92.23,132.24,102,187.56,180.39,97.14,4
/Users/jishavarun/Downloads/wiki/wiki/17/11550317_1922-05-01_1987.jpg,173.07,93.01,92.23,132.24,102,187.56,180.39,97.14,6
/Users/jishavarun/Downloads/wiki/wiki/17/11625217_1980-04-15_2011.jpg,173.07,93.01,92.23,132.24,102,187.56,180.39,97.14,3
/Users/jishavarun/Downloads/wiki/wiki/17/11702817_1926-10-20_1949.jpg,173.07,93.01,92.23,132.24,102,187.56,180.39,97.14,2
/Users/jishavarun/Downloads/wiki/wiki/17/11702817_1926-10-20_1949.jpg,173.07,93.01,92.23,132.24,102,187.56,180.39,97.14,2
/Users/jishavarun/Downloads/wiki/wiki/17/1181117_1955-09-28_1991.jpg,204.55,79.03,72.06,104.39,99.18,204.04,157.6,121.04,3
/Users/jishavarun/Downloads/wiki/wiki/17/11856117_1945-09-30_1968.jpg,193.09,90.02,87.05,117,92.05,193.49,189.8,103.58,2
/Users/jishavarun/Downloads/wiki/wiki/17/11934117_1980-06-13_2010.jpg,193.09,90.02,87.05,117,92.05,193.49,189.8,103.58,2
/Users/jishavarun/Downloads/wiki/wiki/17/11963317_1985-10-31_2008.jpg,149.65,72.28,66.29,117.04,77.13,170.54,115.58,141.79,2
/Users/jishavarun/Downloads/wiki/wiki/17/1201317_1943-10-20_2007.jpg,194,83.29,87.28,154.16,107,156.57,179.15,133.73,6
/Users/jishavarun/Downloads/wiki/wiki/17/12173117_1989-06-11_2008.jpg,186.6,103.31,104.56,125.9,107.47,195.05,219.12,110.22,1
/Users/jishavarun/Downloads/wiki/wiki/17/1226517_1955-06-26_2010.jpg,186.27,65.03,66.37,100.04,80.06,136.93,150.32,69.64,5
/Users/jishavarun/Downloads/wiki/wiki/17/1226517_1955-06-26_2010.jpg,178.18,73.82,72,84.15,85.15,164.51,144.99,96.65,5
/Users/jishavarun/Downloads/wiki/wiki/17/1226517_1955-06-26_2010.jpg,142.86,65.8,74.95,98.25,84.17,130.97,171.88,92.01,5
/Users/jishavarun/Downloads/wiki/wiki/17/12450517_1986-02-10_2015.jpg,106.02,74.67,50,88.06,72,189.09,90.32,151.03,2
/Users/jishavarun/Downloads/wiki/wiki/17/12477817_1933-10-12_1962.jpg,175.39,98.48,94.01,157.62,113,218.65,196.29,77.25,2
/Users/jishavarun/Downloads/wiki/wiki/17/12539017_1988-01-27_2013.jpg,147.67,89,84.85,122.2,68.26,158.51,148.73,105.11,2
/Users/jishavarun/Downloads/wiki/wiki/17/12606917_1982-03-17_2009.jpg,154.05,84.02,77,113.02,81.06,187.64,174.16,156.17,2
/Users/jishavarun/Downloads/wiki/wiki/17/127317_1932-07-22_2008.jpg,192.07,80.75,82.01,145.12,101.04,160.68,153.5,115.77,7
/Users/jishavarun/Downloads/wiki/wiki/17/12762817_1977-12-06_2007.jpg,135.53,89.56,64.03,129.44,82.01,200.19,114.59,158.22,2
/Users/jishavarun/Downloads/wiki/wiki/17/12762817_1977-12-06_2007.jpg,135.53,89.56,64.03,129.44,82.01,200.19,114.59,158.22,2
/Users/jishavarun/Downloads/wiki/wiki/17/12767717_1903-05-19_1953.jpg,182.4,89.27,82.02,130,100.24,190.43,160,104.22,4
/Users/jishavarun/Downloads/wiki/wiki/17/1277617_1963-12-18_2007.jpg,182.4,89.27,82.02,130,100.24,190.43,160,104.22,4
/Users/jishavarun/Downloads/wiki/wiki/17/12804217_1977-12-21_2007.jpg,190.54,84.93,78.1,129.31,96.03,190.41,145.57,91.02,2
/Users/jishavarun/Downloads/wiki/wiki/17/12857517_1987-10-29_2013.jpg,150.27,61.85,77.1,117.28,83.38,106.82,173.13,97.05,2
/Users/jishavarun/Downloads/wiki/wiki/17/12913217_1984-08-01_2009.jpg,182.46,87.28,92.05,147.98,90.27,170.69,193.04,107.87,2
/Users/jishavarun/Downloads/wiki/wiki/17/1298817_1957-08-16_2010.jpg,147.05,84.1,66.48,122.33,80.4,197.66,103.33,142.9,5
/Users/jishavarun/Downloads/wiki/wiki/17/1321717_1956-05-01_2011.jpg,162.03,78.1,81.3,108.46,98.01,175.08,169.55,87.1,5
/Users/jishavarun/Downloads/wiki/wiki/17/1348317_1960-04-04_2014.jpg,205.2,90.8,87.01,95.63,107.17,170.55,167.75,143,5
/Users/jishavarun/Downloads/wiki/wiki/17/1371617_1969-11-23_2007.jpg,172.1,82.23,82.15,152.21,92.2,173.33,169.34,75.69,3
/Users/jishavarun/Downloads/wiki/wiki/17/13717_1966-08-14_2013.jpg,225.27,79.4,84,97.86,103.17,159.69,178.21,115.25,4
/Users/jishavarun/Downloads/wiki/wiki/17/13896617_1988-07-26_2013.jpg,106.47,68.36,69.18,96.02,69.18,160.04,169.6,82.54,2
/Users/jishavarun/Downloads/wiki/wiki/17/13896617_1988-07-26_2013.jpg,145.83,84.29,85,108.9,81.39,150.98,159.24,156.02,2
/Users/jishavarun/Downloads/wiki/wiki/17/13896617_1988-07-26_2013.jpg,145.83,84.29,85,108.9,81.39,150.98,159.24,156.02,2
/Users/jishavarun/Downloads/wiki/wiki/17/1420817_1929-05-16_1986.jpg,145.83,84.29,85,108.9,81.39,150.98,159.24,156.02,5
/Users/jishavarun/Downloads/wiki/wiki/17/14317_1907-05-22_2011.jpg,179.18,77.01,82.02,147.28,93.02,198.37,208.04,115.92,8
/Users/jishavarun/Downloads/wiki/wiki/17/1439517_1986-06-03_2015.jpg,183.01,85.38,76.66,128.41,93.05,192.99,128.53,103.17,2
/Users/jishavarun/Downloads/wiki/wiki/17/14525317_1933-12-18_1972.jpg,152,76.79,57.04,154.43,109.04,194.2,93.35,148.12,3
/Users/jishavarun/Downloads/wiki/wiki/17/14525317_1933-12-18_1972.jpg,196.12,66.27,93.9,139.81,102.08,119.18,202.27,73.76,3
/Users/jishavarun/Downloads/wiki/wiki/17/14525317_1933-12-18_1972.jpg,238.45,85.7,80.78,115.95,103.77,191.69,162.82,124.48,3
/Users/jishavarun/Downloads/wiki/wiki/17/14603217_1975-05-13_2007.jpg,238.45,85.7,80.78,115.95,103.77,191.69,162.82,124.48,3
/Users/jishavarun/Downloads/wiki/wiki/17/14603217_1975-05-13_2007.jpg,125.04,44.1,69.58,113.28,89.01,79.78,178.04,93.86,3
/Users/jishavarun/Downloads/wiki/wiki/17/14603217_1975-05-13_2007.jpg,171.82,79.91,72.28,125.42,112.45,175.94,154.37,106,3
/Users/jishavarun/Downloads/wiki/wiki/17/14614017_1965-03-16_2013.jpg,187.18,81.22,74.01,105.08,84.38,166.2,128.24,137.44,4
